# L=13, N=13, T=1.0, sym gs
#          U         Eg                 S₁(ℓ=6)              S₁acc(ℓ=6)                 S₂(ℓ=6)              S₂acc(ℓ=6)                 EN(ℓ=6)              ENacc(ℓ=6)
    0.174753     -2.502104732999E+01      1.863879605840E+00      3.956291798738E-02      1.689047491435E+00      1.302598251666E-02      2.168656131656E+00      1.672805950585E-01
    0.187382     -2.495429153989E+01      1.858344333442E+00      4.235031344594E-02      1.681694160426E+00      1.412326724284E-02      2.167869330493E+00      1.745813111422E-01
    0.200923     -2.488317514560E+01      1.852698596520E+00      4.525070901880E-02      1.674181985576E+00      1.528156764022E-02      2.167003819935E+00      1.820307183508E-01
    0.215443     -2.480743313140E+01      1.846942891879E+00      4.826126534573E-02      1.666514556838E+00      1.650092293969E-02      2.166054401951E+00      1.896207113599E-01
    0.231013     -2.472678637342E+01      1.841077360446E+00      5.137858750462E-02      1.658695292641E+00      1.778105386189E-02      2.165015701339E+00      1.973427238710E-01
    0.247708     -2.464094110252E+01      1.835101751408E+00      5.459875560978E-02      1.650727365626E+00      1.912135955949E-02      2.163882164300E+00      2.051877810955E-01
    0.265609     -2.454958837357E+01      1.829015389668E+00      5.791736114473E-02      1.642613630501E+00      2.052091877350E-02      2.162648056205E+00      2.131465539417E-01
    0.284804     -2.445240354584E+01      1.822817146330E+00      6.132954794719E-02      1.634356554633E+00      2.197849504176E-02      2.161307458423E+00      2.212094140561E-01
    0.305386     -2.434904577983E+01      1.816505411809E+00      6.483005666663E-02      1.625958151796E+00      2.349254567289E-02      2.159854264141E+00      2.293664889288E-01
    0.327455     -2.423915755694E+01      1.810078070957E+00      6.841327146868E-02      1.617419919210E+00      2.506123408893E-02      2.158282173077E+00      2.376077163653E-01
    0.351119     -2.412236422887E+01      1.803532479495E+00      7.207326776496E-02      1.608742777756E+00      2.668244504802E-02      2.156584685027E+00      2.459228977386E-01
    0.376494     -2.399827360531E+01      1.796865440900E+00      7.580385980152E-02      1.599927014956E+00      2.835380219098E-02      2.154755092188E+00      2.543017495789E-01
    0.403702     -2.386647558933E+01      1.790073182821E+00      7.959864704115E-02      1.590972230014E+00      3.007268731503E-02      2.152786470232E+00      2.627339532229E-01
    0.432876     -2.372654187153E+01      1.783151331994E+00      8.345105841870E-02      1.581877279938E+00      3.183626076614E-02      2.150671668128E+00      2.712092024290E-01
    0.464159     -2.357802569568E+01      1.776094886565E+00      8.735439372931E-02      1.572640225401E+00      3.364148236007E-02      2.148403296728E+00      2.797172490780E-01
    0.497702     -2.342046171071E+01      1.768898184629E+00      9.130186162145E-02      1.563258274730E+00      3.548513229024E-02      2.145973716198E+00      2.882479473146E-01
    0.533670     -2.325336592584E+01      1.761554867728E+00      9.528661390424E-02      1.553727723976E+00      3.736383155828E-02      2.143375022368E+00      2.967912967456E-01
    0.572237     -2.307623578905E+01      1.754057837882E+00      9.930177613917E-02      1.544043890647E+00      3.927406156841E-02      2.140599032150E+00      3.053374856116E-01
    0.613591     -2.288855041159E+01      1.746399206606E+00      1.033404747700E-01      1.534201038140E+00      4.121218266076E-02      2.137637268196E+00      3.138769351861E-01
    0.657933     -2.268977096568E+01      1.738570234084E+00      1.073958613554E-01      1.524192287253E+00      4.317445152179E-02      2.134480942999E+00      3.224003470551E-01
    0.705480     -2.247934128675E+01      1.730561256369E+00      1.114611348180E-01      1.514009510334E+00      4.515703760703E-02      2.131120942679E+00      3.308987553953E-01
    0.756463     -2.225668871745E+01      1.722361598015E+00      1.155295630334E-01      1.503643202444E+00      4.715603895144E-02      2.127547810700E+00      3.393635869261E-01
    0.811131     -2.202122523697E+01      1.713959466926E+00      1.195945055805E-01      1.493082322375E+00      4.916749804345E-02      2.123751731749E+00      3.477867318818E-01
    0.869749     -2.177234892795E+01      1.705341827378E+00      1.236494401189E-01      1.482314094169E+00      5.118741882769E-02      2.119722515906E+00      3.561606301624E-01
    0.932603     -2.150944584298E+01      1.696494245990E+00      1.276879957209E-01      1.471323756747E+00      5.321178642556E-02      2.115449583077E+00      3.644783778106E-01
    1.000000     -2.123189234575E+01      1.687400703868E+00      1.317039976751E-01      1.460094244917E+00      5.523659189551E-02      2.110921947255E+00      3.727338601493E-01
    1.072267     -2.093905801751E+01      1.678043365926E+00      1.356915299664E-01      1.448605778912E+00      5.725786540768E-02      2.106128199525E+00      3.809219193150E-01
    1.149757     -2.063030924028E+01      1.668402295311E+00      1.396450240359E-01      1.436835330725E+00      5.927172275734E-02      2.101056487434E+00      3.890385655119E-01
    1.232847     -2.030501359405E+01      1.658455096420E+00      1.435593858805E-01      1.424755922803E+00      6.127443245231E-02      2.095694486192E+00      3.970812429830E-01
    1.321941     -1.996254523924E+01      1.648176463519E+00      1.474301784685E-01      1.412335696134E+00      6.326251408542E-02      2.090029353308E+00      4.050491631697E-01
    1.417474     -1.960229150055E+01      1.637537602281E+00      1.512538834222E-01      1.399536657638E+00      6.523288394654E-02      2.084047651619E+00      4.129437182264E-01
    1.519911     -1.922366092712E+01      1.626505476689E+00      1.550282755990E-01      1.386312976918E+00      6.718307173113E-02      2.077735214202E+00      4.207689867702E-01
    1.629751     -1.882609318405E+01      1.615041810437E+00      1.587529573097E-01      1.372608643101E+00      6.911154405432E-02      2.071076904929E+00      4.285323381607E-01
    1.747528     -1.840907123784E+01      1.603101734515E+00      1.624301158496E-01      1.358354203720E+00      7.101818809912E-02      2.064056194462E+00      4.362451273510E-01
    1.873817     -1.797213644748E+01      1.590631911265E+00      1.660655882489E-01      1.343462173450E+00      7.290503455031E-02      2.056654413145E+00      4.439234412811E-01
    2.009233     -1.751490737952E+01      1.577567862492E+00      1.696703374543E-01      1.327820496353E+00      7.477733596166E-02      2.048849441696E+00      4.515887948875E-01
    2.154435     -1.703710345650E+01      1.563830054708E+00      1.732624550546E-01      1.311283133367E+00      7.664516772266E-02      2.040613427400E+00      4.592685526301E-01
    2.310130     -1.653857496161E+01      1.549317994075E+00      1.768697834215E-01      1.293656371332E+00      7.852578434208E-02      2.031908815051E+00      4.669956202788E-01
    2.477076     -1.601934151099E+01      1.533901062650E+00      1.805331401892E-01      1.274678736719E+00      8.044703577407E-02      2.022681469569E+00      4.748065230852E-01
    2.656088     -1.547964193936E+01      1.517403926065E+00      1.843098113405E-01      1.253991373078E+00      8.245219426599E-02      2.012848797277E+00      4.827362079024E-01
    2.848036     -1.491999969272E+01      1.499582811811E+00      1.882762091042E-01      1.231094422979E+00      8.460646559841E-02      2.002279331516E+00      4.908065320323E-01
    3.053856     -1.434130929140E+01      1.480086485417E+00      1.925268901875E-01      1.205283749030E+00      8.700501287084E-02      1.990757983582E+00      4.990030870648E-01
    3.274549     -1.374495095581E+01      1.458392231336E+00      1.971636849679E-01      1.175562894344E+00      8.978093301032E-02      1.977927998553E+00      5.072314536074E-01
    3.511192     -1.313294100566E+01      1.433703751004E+00      2.022624888967E-01      1.140532597562E+00      9.310811967348E-02      1.963197499293E+00      5.152395946238E-01
    3.764936     -1.250812201255E+01      1.404800364202E+00      2.077964290328E-01      1.098287170077E+00      9.718641389468E-02      1.945599483238E+00      5.224910311664E-01
    4.037017     -1.187438145096E+01      1.369852947181E+00      2.134888236297E-01      1.046417472254E+00      1.021835928473E-01      1.923611437592E+00      5.279844365964E-01
    4.328761     -1.123684735143E+01      1.326308925402E+00      2.185912432533E-01      9.823509955189E-01      1.080966760183E-01      1.894999575925E+00      5.300638714609E-01
    4.641589     -1.060193280442E+01      1.271125816556E+00      2.216793430484E-01      9.043623349665E-01      1.145140456556E-01      1.856876511599E+00      5.263785684586E-01
    4.977024     -9.977016834858E+00      1.201770918877E+00      2.207452265341E-01      8.132925315165E-01      1.203717801564E-01      1.806285815887E+00      5.142877634575E-01
    5.336699     -9.369588159559E+00      1.118013600581E+00      2.139195638834E-01      7.139346002978E-01      1.239997635377E-01      1.741465367537E+00      4.919077083110E-01
    5.722368     -8.786007528554E+00      1.023321899776E+00      2.006334200595E-01      6.141820790855E-01      1.237541347513E-01      1.663214484456E+00      4.593664351407E-01
    6.135907     -8.230498214502E+00      9.241070631683E-01      1.822106586030E-01      5.217343366340E-01      1.189645567156E-01      1.575142416274E+00      4.191812092202E-01
    6.579332     -7.704949740765E+00      8.270091237563E-01      1.611847879228E-01      4.411173508668E-01      1.103397362230E-01      1.482327522365E+00      3.752392876994E-01
    7.054802     -7.209482490715E+00      7.365815678497E-01      1.400253635445E-01      3.732762390547E-01      9.944959857348E-02      1.389468620658E+00      3.312459303666E-01
    7.564633     -6.743234407052E+00      6.548256202120E-01      1.203615712428E-01      3.169772450522E-01      8.787675355541E-02      1.299815647476E+00      2.897754561099E-01
    8.111308     -6.304947691066E+00      5.819610788573E-01      1.029328356155E-01      2.702724434925E-01      7.671953198376E-02      1.215094812937E+00      2.521627483358E-01
    8.697490     -5.893271351217E+00      5.173480029350E-01      8.788066591812E-02      2.312991374085E-01      6.654383753191E-02      1.135930242860E+00      2.188326488234E-01
    9.326033     -5.506872741942E+00      4.600820113484E-01      7.504516366720E-02      1.985371664096E-01      5.754264945433E-02      1.062311295196E+00      1.896829573408E-01
   10.000000     -5.144461480095E+00      4.092698802073E-01      6.415559948458E-02      1.708119516925E-01      4.970595775755E-02      9.939275874062E-01      1.643639322337E-01
   10.722672     -4.804786160758E+00      3.641205437149E-01      5.492658358061E-02      1.472230206175E-01      4.293468797958E-02      9.303631035632E-01      1.424423852863E-01
   11.497570     -4.486628617541E+00      3.239562376638E-01      4.709749887185E-02      1.270708894547E-01      3.710203308736E-02      8.711926589187E-01      1.234844549003E-01
   12.328467     -4.188802180215E+00      2.881979539023E-01      4.044401359563E-02      1.098013166701E-01      3.208175746795E-02      8.160225343569E-01      1.070912322693E-01
   13.219411     -3.910153577683E+00      2.563470824483E-01      3.477783605581E-02      9.496666104161E-02      2.775922353140E-02      7.645030005262E-01      9.291023302804E-02
   14.174742     -3.649566631546E+00      2.279699181541E-01      2.994242034714E-02      8.219968327506E-02      2.403438752839E-02      7.163282747671E-01      8.063577035088E-02
   15.199111     -3.405966204814E+00      2.026859484565E-01      2.580787504691E-02      7.119552138995E-02      2.082145202888E-02      6.712317367691E-01      7.000490693211E-02
   16.297508     -3.178321529051E+00      1.801591914780E-01      2.226626511174E-02      6.169888282975E-02      1.804734140809E-02      6.289799918924E-01      6.079212108620E-02
   17.475284     -2.965648555537E+00      1.600916758845E-01      1.922763374698E-02      5.349460232711E-02      1.564992476368E-02      5.893672500716E-01      5.280402465594E-02
   18.738174     -2.767011288987E+00      1.422183649620E-01      1.661674674466E-02      4.640044489189E-02      1.357634201536E-02      5.522105053334E-01      4.587462137367E-02
   20.092330     -2.581522214622E+00      1.263030627717E-01      1.437046097802E-02      4.026147157751E-02      1.178154394387E-02      5.173455830002E-01      3.986122187782E-02
   21.544347     -2.408341983851E+00      1.121350122802E-01      1.243560274857E-02      3.494553948027E-02      1.022705873757E-02      4.846239661639E-01      3.464098409899E-02
   23.101297     -2.246678527502E+00      9.952600439350E-02      1.076725369263E-02      3.033965450484E-02      8.879962886373E-03      4.539102713198E-01      3.010800007412E-02
   24.770764     -2.095785746891E+00      8.830788194074E-02      9.327360338396E-03      2.634698297677E-02      7.712025513551E-03      4.250802461722E-01      2.617084359413E-02
   26.560878     -1.954961907451E+00      7.833036092121E-02      8.083600778896E-03      2.288438263213E-02      6.698996257077E-03      3.980191803979E-01      2.275050122470E-02
   28.480359     -1.823547834276E+00      6.945911414951E-02      7.008456336839E-03      1.988034915419E-02      5.820010885295E-03      3.726206403449E-01      1.977862120061E-02
   30.538555     -1.700924986740E+00      6.157407654831E-02      6.078447472064E-03      1.727329892619E-02      5.057093340611E-03      3.487854568769E-01      1.719602631203E-02
   32.745492     -1.586513471014E+00      5.456794051774E-02      5.273501993007E-03      1.501012622093E-02      4.394736948604E-03      3.264209107212E-01      1.495144687615E-02
   35.111917     -1.479770034655E+00      4.834481611135E-02      4.576430422499E-03      1.304498602854E-02      3.819550886828E-03      3.054400718040E-01      1.300043804089E-02
   37.649358     -1.380186075971E+00      4.281903529158E-02      3.972488604758E-03      1.133826355162E-02      3.319960706207E-03      2.857612586186E-01      1.130445220279E-02
   40.370173     -1.287285691943E+00      3.791408295020E-02      3.449011696216E-03      9.855698967615E-03      2.885953840198E-03      2.673075911613E-01      9.830042530903E-03
   43.287613     -1.200623781661E+00      3.356164002412E-02      2.995106840741E-03      8.567641966005E-03      2.508862731992E-03      2.500066168217E-01      8.548177748897E-03
   46.415888     -1.119784216946E+00      2.970072613681E-02      2.601394303157E-03      7.448415225684E-03      2.181179554567E-03      2.337899931862E-01      7.433651666102E-03
   49.770236     -1.044378087845E+00      2.627693089472E-02      2.259788783362E-03      6.475769701989E-03      1.896397569149E-03      2.185932152946E-01      6.464573646853E-03
   53.366992     -9.740420276469E-01      2.324172436304E-02      1.963314177149E-03      5.630417560903E-03      1.648875025790E-03      2.043553776827E-01      5.621928403966E-03
   57.223677     -9.084366197381E-01      2.055183840604E-02      1.705946279785E-03      4.895630992351E-03      1.433718201598E-03      1.910189637371E-01      4.889195303844E-03
   61.359073     -8.472448869379E-01      1.816871155418E-02      1.482478913558E-03      4.256897078164E-03      1.246680732986E-03      1.785296565974E-01      4.252018859070E-03
   65.793322     -7.901708626335E-01      1.605799089110E-02      1.288409753501E-03      3.701620478646E-03      1.084076857264E-03      1.668361671790E-01      3.697923321105E-03
   70.548023     -7.369382421248E-01      1.418908516629E-02      1.119842767054E-03      3.218867004923E-03      9.427065542951E-04      1.558900759322E-01      3.216065320819E-03
   75.646333     -6.872891119054E-01      1.253476395776E-02      9.734047047279E-04      2.799142221506E-03      8.197908903960E-04      1.456456857629E-01      2.797019374005E-03
   81.113083     -6.409827541429E-01      1.107079824742E-02      8.461735044166E-04      2.434200116497E-03      7.129161241615E-04      1.360598841678E-01      2.432591804047E-03
   86.974900     -5.977945233116E-01      9.775638246508E-03      7.356168208462E-04      2.116877621695E-03      6.199853492614E-04      1.270920131195E-01      2.115659256844E-03
   93.260335     -5.575147917372E-01      8.630124727157E-03      6.395391788160E-04      1.840951388133E-03      5.391766293553E-04      1.187037456108E-01      1.840028513590E-03
  100.000000     -5.199479607192E-01      7.617230489315E-03      5.560364861508E-04      1.601013746755E-03      4.689067321433E-04      1.108589680447E-01      1.600314759626E-03
