# L=17, N=17, T=1.0, sym gs
#          U         Eg                 S₁(ℓ=8)              S₁acc(ℓ=8)                 S₂(ℓ=8)              S₂acc(ℓ=8)                 EN(ℓ=8)              ENacc(ℓ=8)
    0.026561     -3.379106176063E+01      2.083222503352E+00      7.832743895351E-03      1.929830524556E+00      1.976951260254E-03      2.317407550889E+00      6.355327779114E-02
    0.028480     -3.377620765244E+01      2.080106003443E+00      8.662764672197E-03      1.926034290361E+00      2.218442980436E-03      2.317412426838E+00      6.737969204802E-02
    0.030539     -3.376031291097E+01      2.076866977470E+00      9.567551414326E-03      1.922064514958E+00      2.486074058031E-03      2.317409995500E+00      7.139227782613E-02
    0.032745     -3.374330651053E+01      2.073504966040E+00      1.055184305096E-02      1.917918406495E+00      2.782086696514E-03      2.317399115145E+00      7.559526780388E-02
    0.035112     -3.372511278825E+01      2.070019857424E+00      1.162039827249E-02      1.913593620989E+00      3.108819929570E-03      2.317378540822E+00      7.999249714175E-02
    0.037649     -3.370565116257E+01      2.066411889318E+00      1.277795445510E-02      1.909088293987E+00      3.468698765733E-03      2.317346920475E+00      8.458735735230E-02
    0.040370     -3.368483583656E+01      2.062681645294E+00      1.402918299730E-02      1.904401067615E+00      3.864220813214E-03      2.317302791399E+00      8.938275182128E-02
    0.043288     -3.366257548556E+01      2.058830045675E+00      1.537864161529E-02      1.899531112161E+00      4.297940348981E-03      2.317244577074E+00      9.438105374719E-02
    0.046416     -3.363877292837E+01      2.054858332704E+00      1.683072428755E-02      1.894478141365E+00      4.772449862403E-03      2.317170584391E+00      9.958406732417E-02
    0.049770     -3.361332478158E+01      2.050768050011E+00      1.838960967442E-02      1.889242420725E+00      5.290359179034E-03      2.317079001259E+00      1.049929929225E-01
    0.053367     -3.358612109629E+01      2.046561016557E+00      2.005920895905E-02      1.883824768221E+00      5.854272350809E-03      2.316967894588E+00      1.106083970177E-01
    0.057224     -3.355704497678E+01      2.042239295369E+00      2.184311415423E-02      1.878226547042E+00      6.466762583099E-03      2.316835208614E+00      1.164301875385E-01
    0.061359     -3.352597218054E+01      2.037805157572E+00      2.374454798870E-02      1.872449650051E+00      7.130345552825E-03      2.316678763552E+00      1.224575952321E-01
    0.065793     -3.349277069926E+01      2.033261042326E+00      2.576631652110E-02      1.866496475966E+00      7.847451551690E-03      2.316496254494E+00      1.286891614969E-01
    0.070548     -3.345730032022E+01      2.028609513449E+00      2.791076562376E-02      1.860369897402E+00      8.620396959721E-03      2.316285250532E+00      1.351227330604E-01
    0.075646     -3.341941216795E+01      2.023853213560E+00      3.017974243022E-02      1.854073221170E+00      9.451355613329E-03      2.316043194017E+00      1.417554636695E-01
    0.081113     -3.337894822564E+01      2.018994816692E+00      3.257456274856E-02      1.847610141421E+00      1.034233067461E-02      2.315767399911E+00      1.485838228747E-01
    0.086975     -3.333574083635E+01      2.014036980324E+00      3.509598530780E-02      1.840984686425E+00      1.129512763072E-02      2.315455055131E+00      1.556036117579E-01
    0.093260     -3.328961218376E+01      2.008982297779E+00      3.774419353194E-02      1.834201159931E+00      1.231132905253E-02      2.315103217847E+00      1.628099853618E-01
    0.100000     -3.324037375319E+01      2.003833251972E+00      4.051878530142E-02      1.827264078295E+00      1.339227170569E-02      2.314708816638E+00      1.701974812962E-01
    0.107227     -3.318782576993E+01      1.998592170994E+00      4.341877112947E-02      1.820178104120E+00      1.453902663568E-02      2.314268649438E+00      1.777600544207E-01
    0.114976     -3.313175662258E+01      1.993261187030E+00      4.644258036278E-02      1.812947978689E+00      1.575238255315E-02      2.313779382236E+00      1.854911158221E-01
    0.123285     -3.307194226260E+01      1.987842198175E+00      4.958807569016E-02      1.805578453117E+00      1.703283310865E-02      2.313237547420E+00      1.933835767071E-01
    0.132194     -3.300814558755E+01      1.982336834288E+00      5.285257511023E-02      1.798074220404E+00      1.838056819148E-02      2.312639541734E+00      2.014298953312E-01
    0.141747     -3.294011580631E+01      1.976746426823E+00      5.623288080143E-02      1.790439849113E+00      1.979546945933E-02      2.311981623784E+00      2.096221264498E-01
    0.151991     -3.286758778803E+01      1.971071982762E+00      5.972531397676E-02      1.782679719775E+00      2.127711011021E-02      2.311259911034E+00      2.179519722986E-01
    0.162975     -3.279028139629E+01      1.965314162515E+00      6.332575466970E-02      1.774797964838E+00      2.282475878272E-02      2.310470376252E+00      2.264108341792E-01
    0.174753     -3.270790081030E+01      1.959473261553E+00      6.702968528258E-02      1.766798412840E+00      2.443738734083E-02      2.309608843341E+00      2.349898637658E-01
    0.187382     -3.262013383551E+01      1.953549195350E+00      7.083223666074E-02      1.758684537259E+00      2.611368218181E-02      2.308670982527E+00      2.436800132948E-01
    0.200923     -3.252665120614E+01      1.947541487145E+00      7.472823543692E-02      1.750459410308E+00      2.785205860296E-02      2.307652304859E+00      2.524720838889E-01
    0.215443     -3.242710588299E+01      1.941449257930E+00      7.871225141962E-02      1.742125661700E+00      2.965067768205E-02      2.306548155974E+00      2.613567713510E-01
    0.231013     -3.232113235009E+01      1.935271218019E+00      8.277864387322E-02      1.733685442245E+00      3.150746506945E-02      2.305353709122E+00      2.703247088833E-01
    0.247708     -3.220834591486E+01      1.929005659535E+00      8.692160565079E-02      1.725140391917E+00      3.342013105901E-02      2.304063957403E+00      2.793665063019E-01
    0.265609     -3.208834201662E+01      1.922650449129E+00      9.113520428628E-02      1.716491611866E+00      3.538619130110E-02      2.302673705212E+00      2.884727854491E-01
    0.284804     -3.196069554966E+01      1.916203020276E+00      9.541341932218E-02      1.707739639703E+00      3.740298754314E-02      2.301177558893E+00      2.976342116479E-01
    0.305386     -3.182496020778E+01      1.909660364488E+00      9.975017533383E-02      1.698884427238E+00      3.946770782855E-02      2.299569916600E+00      3.068415211765E-01
    0.327455     -3.168066785834E+01      1.903019020845E+00      1.041393703032E-01      1.689925319727E+00      4.157740565136E-02      2.297844957397E+00      3.160855448978E-01
    0.351119     -3.152732795517E+01      1.896275063233E+00      1.085748991857E-01      1.680861035597E+00      4.372901764572E-02      2.295996629639E+00      3.253572283202E-01
    0.376494     -3.136442700119E+01      1.889424084723E+00      1.130506726971E-01      1.671689645510E+00      4.591937948376E-02      2.294018638690E+00      3.346476485223E-01
    0.403702     -3.119142807324E+01      1.882461178505E+00      1.175606315161E-01      1.662408549519E+00      4.814523975679E-02      2.291904434071E+00      3.439480285300E-01
    0.432876     -3.100777042350E+01      1.875380914776E+00      1.220987562547E-01      1.653014451000E+00      5.040327171873E-02      2.289647196135E+00      3.532497498872E-01
    0.464159     -3.081286917429E+01      1.868177312951E+00      1.266590736851E-01      1.643503325878E+00      5.269008287503E-02      2.287239822397E+00      3.625443643317E-01
    0.497702     -3.060611512552E+01      1.860843808444E+00      1.312356598323E-01      1.633870385544E+00      5.500222250136E-02      2.284674913662E+00      3.718236056527E-01
    0.533670     -3.038687469712E+01      1.853373213204E+00      1.358226406599E-01      1.624110031627E+00      5.733618727466E-02      2.281944760101E+00      3.810794029998E-01
    0.572237     -3.015449003257E+01      1.845757668976E+00      1.404141911781E-01      1.614215800512E+00      5.968842529449E-02      2.279041327460E+00      3.903038971245E-01
    0.613591     -2.990827929355E+01      1.837988592067E+00      1.450045339280E-01      1.604180295098E+00      6.205533887081E-02      2.275956243560E+00      3.994894612827E-01
    0.657933     -2.964753718112E+01      1.830056608101E+00      1.495879379341E-01      1.593995100759E+00      6.443328656017E-02      2.272680785300E+00      4.086287288365E-01
    0.705480     -2.937153572460E+01      1.821951474855E+00      1.541587194093E-01      1.583650681731E+00      6.681858505838E-02      2.269205866339E+00      4.177146299782E-01
    0.756463     -2.907952538663E+01      1.813661990802E+00      1.587112457607E-01      1.573136253109E+00      6.920751172120E-02      2.265522025656E+00      4.267404404950E-01
    0.811131     -2.877073654172E+01      1.805175886307E+00      1.632399448339E-01      1.562439622260E+00      7.159630870979E-02      2.261619417160E+00      4.356998461415E-01
    0.869749     -2.844438139630E+01      1.796479693615E+00      1.677393219041E-01      1.551546991443E+00      7.398119008434E-02      2.257487800495E+00      4.445870270315E-01
    0.932603     -2.809965643159E+01      1.787558590605E+00      1.722039877608E-01      1.540442710694E+00      7.635835365356E-02      2.253116533061E+00      4.533967675674E-01
    1.000000     -2.773574546704E+01      1.778396211816E+00      1.766287024826E-01      1.529108966088E+00      7.872400011847E-02      2.248494563082E+00      4.621245988531E-01
    1.072267     -2.735182346303E+01      1.768974418148E+00      1.810084413334E-01      1.517525382911E+00      8.107436316038E-02      2.243610423097E+00      4.707669823791E-01
    1.149757     -2.694706120786E+01      1.759273013816E+00      1.853384919376E-01      1.505668515153E+00      8.340575582724E-02      2.238452222432E+00      4.793215460753E-01
    1.232847     -2.652063106804E+01      1.749269395067E+00      1.896145959112E-01      1.493511180914E+00      8.571464120029E-02      2.233007635629E+00      4.877873866586E-01
    1.321941     -2.607171402483E+01      1.738938109273E+00      1.938331540766E-01      1.481021585776E+00      8.799773939882E-02      2.227263880902E+00      4.961654554842E-01
    1.417474     -2.559950827785E+01      1.728250294178E+00      1.979915231422E-01      1.468162149955E+00      9.025218933178E-02      2.221207677414E+00      5.044590485808E-01
    1.519911     -2.510323977311E+01      1.717172953425E+00      2.020884445476E-01      1.454887915190E+00      9.247579354150E-02      2.214825160433E+00      5.126744243990E-01
    1.629751     -2.458217512009E+01      1.705668002766E+00      2.061246646830E-01      1.441144346095E+00      9.466739004489E-02      2.208101715900E+00      5.208215731745E-01
    1.747528     -2.403563747155E+01      1.693690984635E+00      2.101038322230E-01      1.426864244022E+00      9.682741963718E-02      2.201021663311E+00      5.289151562917E-01
    1.873817     -2.346302622657E+01      1.681189289445E+00      2.140337935774E-01      1.411963341834E+00      9.895879493882E-02      2.193567658073E+00      5.369756118423E-01
    2.009233     -2.286384153506E+01      1.668099610797E+00      2.179284547428E-01      1.396333898610E+00      1.010682374115E-01      2.185719573879E+00      5.450303722956E-01
    2.154435     -2.223771512479E+01      1.654344170956E+00      2.218104276812E-01      1.379835215495E+00      1.031683385572E-01      2.177452426422E+00      5.531150182423E-01
    2.310130     -2.158444944874E+01      1.639824891982E+00      2.257147148844E-01      1.362279324088E+00      1.052807362926E-01      2.168732523316E+00      5.612739365412E-01
    2.477076     -2.090406802289E+01      1.624414011567E+00      2.296936408801E-01      1.343408981555E+00      1.074409844203E-01      2.159510321727E+00      5.695595140074E-01
    2.656088     -2.019688108726E+01      1.607938345663E+00      2.338229471193E-01      1.322863238645E+00      1.097059170133E-01      2.149707153071E+00      5.780277993002E-01
    2.848036     -1.946357262855E+01      1.590151903150E+00      2.382080076364E-01      1.300122806665E+00      1.121644624097E-01      2.139190506409E+00      5.867263606572E-01
    3.053855     -1.870531759941E+01      1.570686819353E+00      2.429865128132E-01      1.274422895736E+00      1.149525508794E-01      2.127728067852E+00      5.956657712704E-01
    3.274549     -1.792394192195E+01      1.548964071745E+00      2.483175835389E-01      1.244615973174E+00      1.182708026961E-01      2.114903034368E+00      6.047582578341E-01
    3.511192     -1.712214157445E+01      1.524032476065E+00      2.543332780401E-01      1.208967284445E+00      1.223969580558E-01      2.099962117714E+00      6.136943175021E-01
    3.764936     -1.630377590602E+01      1.494294270606E+00      2.610030157817E-01      1.164896850918E+00      1.276666831109E-01      2.081559243788E+00      6.217142280741E-01
    4.037017     -1.547422871532E+01      1.457108152722E+00      2.678345269207E-01      1.108814317338E+00      1.343571730307E-01      2.057381816256E+00      6.272411874316E-01
    4.328761     -1.464075174796E+01      1.408458858123E+00      2.733781996786E-01      1.036544860417E+00      1.423593066237E-01      2.023787797000E+00      6.274569237900E-01
    4.641589     -1.381252369753E+01      1.343410978615E+00      2.748085216647E-01      9.452831504176E-01      1.505833689032E-01      1.975957798014E+00      6.182490133562E-01
    4.977024     -1.299994818947E+01      1.258504237999E+00      2.684802338425E-01      8.372649620226E-01      1.564929690015E-01      1.909455456736E+00      5.953917139194E-01
    5.336699     -1.221291098758E+01      1.155639298835E+00      2.521933334094E-01      7.218939296102E-01      1.568472642324E-01      1.823278235011E+00      5.572258367686E-01
    5.722368     -1.145872166999E+01      1.043210951540E+00      2.274535035511E-01      6.117184268775E-01      1.499538676586E-01      1.721882695811E+00      5.067229550438E-01
    6.135907     -1.074121892298E+01      9.316517584818E-01      1.986810330886E-01      5.153229829061E-01      1.371268968374E-01      1.613332495866E+00      4.501991232709E-01
    6.579332     -1.006147812187E+01      8.281289114393E-01      1.702215427388E-01      4.349036451929E-01      1.214390077831E-01      1.505243190580E+00      3.938767451282E-01
    7.054802     -9.419088600917E+00      7.353513003509E-01      1.445645608637E-01      3.687611214088E-01      1.055851150630E-01      1.402392156638E+00      3.417157000216E-01
    7.564633     -8.813050053530E+00      6.532533740622E-01      1.224957598920E-01      3.141650800772E-01      9.102712350331E-02      1.306794663997E+00      2.953709051553E-01
    8.111308     -8.242157920927E+00      5.807364681308E-01      1.038888295058E-01      2.686848775903E-01      7.825529222628E-02      1.218763289487E+00      2.550489849492E-01
    8.697490     -7.705111791448E+00      5.165590225393E-01      8.829422140155E-02      2.304621744450E-01      6.726614600849E-02      1.137834121443E+00      2.202864700339E-01
    9.326033     -7.200536218726E+00      4.596254661927E-01      7.521975652580E-02      1.981175987374E-01      5.787409439294E-02      1.063298971625E+00      1.904050715306E-01
   10.000000     -6.726992038041E+00      4.090238407563E-01      6.422813927937E-02      1.706095757291E-01      4.985547265703E-02      9.944450102230E-01      1.647205639774E-01
   10.722672     -6.282995116320E+00      3.639945707871E-01      5.495645060181E-02      1.471283186697E-01      4.300133445925E-02      9.306388762889E-01      1.426187420001E-01
   11.497570     -5.867039766132E+00      3.238941948988E-01      4.710975635550E-02      1.270276364308E-01      3.713149233252E-02      8.713427904620E-01      1.235722658068E-01
   12.328467     -5.477621739674E+00      2.881683130808E-01      4.044905223560E-02      1.097819477183E-01      3.209470190152E-02      8.161060668322E-01      1.071354320550E-01
   13.219411     -5.113257811770E+00      2.563332635444E-01      3.477991873352E-02      9.495812701474E-02      2.776488740640E-02      7.645504000968E-01      9.293277546826E-02
   14.174742     -4.772500998522E+00      2.279636033752E-01      2.994328849225E-02      8.219597344428E-02      2.403685841647E-02      7.163556052074E-01      8.064742769396E-02
   15.199111     -4.453951601411E+00      2.026831107003E-01      2.580824069362E-02      7.119392684592E-02      2.082252774582E-02      6.712476860984E-01      7.001101616401E-02
   16.297508     -4.156264720500E+00      1.801579343858E-01      2.226642088438E-02      6.169820409936E-02      1.804780909554E-02      6.289893790917E-01      6.079536145460E-02
   17.475284     -3.878154964881E+00      1.600911260885E-01      1.922770090355E-02      5.349431592073E-02      1.565012794965E-02      5.893728074740E-01      5.280576131881E-02
   18.738174     -3.618399017708E+00      1.422181274574E-01      1.661677605523E-02      4.640032505290E-02      1.357643028274E-02      5.522138089857E-01      4.587556035865E-02
   20.092330     -3.375836596767E+00      1.263029615693E-01      1.437047394304E-02      4.026142191079E-02      1.178158232141E-02      5.173475531805E-01      3.986173337941E-02
   21.544347     -3.149370236577E+00      1.121349699532E-01      1.243560857812E-02      3.494551916884E-02      1.022707546409E-02      4.846251445881E-01      3.464126455580E-02
   23.101297     -2.937964220040E+00      9.952598724283E-02      1.076725637497E-02      3.033964638801E-02      8.879970215508E-03      4.539109784634E-01      3.010815476922E-02
   24.770763     -2.740642909331E+00      8.830787543649E-02      9.327361617555E-03      2.634697988441E-02      7.712028760204E-03      4.250806721994E-01      2.617092941851E-02
   26.560878     -2.556488666398E+00      7.833035893113E-02      8.083601433949E-03      2.288438161274E-02      6.698997734176E-03      3.980194385901E-01      2.275054915483E-02
   28.480358     -2.384639494656E+00      6.945911387697E-02      7.008456689864E-03      1.988034892174E-02      5.820011576382E-03      3.726207975690E-01      1.977864811443E-02
   30.538555     -2.224286539227E+00      6.157407690429E-02      6.078447679002E-03      1.727329898322E-02      5.057093681874E-03      3.487855533132E-01      1.719604152791E-02
   32.745491     -2.074671478563E+00      5.456794105772E-02      5.273502125382E-03      1.501012636843E-02      4.394737130569E-03      3.264209703918E-01      1.495145554432E-02
   35.111917     -1.935083906123E+00      4.834481666085E-02      4.576430513892E-03      1.304498618961E-02      3.819550993326E-03      3.054401091110E-01      1.300044302175E-02
   37.649358     -1.804858727595E+00      4.281903578790E-02      3.972488671534E-03      1.133826369881E-02      3.319960774692E-03      2.857612822279E-01      1.130445509302E-02
   40.370172     -1.683373608346E+00      3.791408337596E-02      3.449011746807E-03      9.855699093040E-03      2.885953887777E-03      2.673076063108E-01      9.830044226742E-03
   43.287613     -1.570046493366E+00      3.356164037961E-02      2.995106879844E-03      8.567642069311E-03      2.508862766891E-03      2.500066266943E-01      8.548178756381E-03
   46.415888     -1.464333215040E+00      2.970072642857E-02      2.601394333638E-03      7.448415309053E-03      2.181179580968E-03      2.337899997285E-01      7.433652272914E-03
   49.770235     -1.365725198810E+00      2.627693113100E-02      2.259788807139E-03      6.475769768282E-03      1.896397589407E-03      2.185932197059E-01      6.464574017752E-03
   53.366992     -1.273747272811E+00      2.324172455197E-02      1.963314195606E-03      5.630417612942E-03      1.648875041396E-03      2.043553807082E-01      5.621928634102E-03
   57.223676     -1.187955584540E+00      2.055183855501E-02      1.705946293979E-03      4.895631032622E-03      1.433718213543E-03      1.910189658444E-01      4.889195448738E-03
   61.359073     -1.107935625365E+00      1.816871166973E-02      1.482478924321E-03      4.256897108830E-03      1.246680742037E-03      1.785296580830E-01      4.252018951433E-03
   65.793322     -1.033300362014E+00      1.605799097883E-02      1.288409761504E-03      3.701620501504E-03      1.084076863987E-03      1.668361682334E-01      3.697923380498E-03
   70.548023     -9.636884729472E-01      1.418908523103E-02      1.119842772843E-03      3.218867021487E-03      9.427065591575E-04      1.558900766798E-01      3.216065359091E-03
   75.646333     -8.987626866470E-01      1.253476400360E-02      9.734047087503E-04      2.799142233037E-03      8.197908937836E-04      1.456456862863E-01      2.797019398463E-03
   81.113083     -8.382082182486E-01      1.107079827784E-02      8.461735070374E-04      2.434200124017E-03      7.129161263695E-04      1.360598845227E-01      2.432591819296E-03
   86.974900     -7.817313005188E-01      9.775638264447E-03      7.356168223643E-04      2.116877626052E-03      6.199853505390E-04      1.270920133448E-01      2.115659265846E-03
   93.260335     -7.290578049541E-01      8.630124735088E-03      6.395391794755E-04      1.840951390026E-03      5.391766299094E-04      1.187037457341E-01      1.840028518274E-03
  100.000000     -6.799319486329E-01      7.617230489315E-03      5.560364861509E-04      1.601013746755E-03      4.689067321437E-04      1.108589680862E-01      1.600314761311E-03
