# L=18, N=18, T=1.0, sym gs
#          U         Eg                 S₁(ℓ=9)              S₁acc(ℓ=9)                 S₂(ℓ=9)              S₂acc(ℓ=9)                 EN(ℓ=9)              ENacc(ℓ=9)
    0.132194     -3.494811724565E+01      2.003894459256E+00      5.926524940439E-02      1.815580180780E+00      2.107796339193E-02      2.344206082520E+00      2.169476684887E-01
    0.141747     -3.487601979291E+01      1.998224225061E+00      6.287813790951E-02      1.807780786887E+00      2.262820773368E-02      2.343527727955E+00      2.254547919508E-01
    0.151991     -3.479915760255E+01      1.992475636572E+00      6.659832512166E-02      1.799866239756E+00      2.424526727490E-02      2.342785092357E+00      2.340888090502E-01
    0.162975     -3.471723398733E+01      1.986649027310E+00      7.042112604071E-02      1.791840415977E+00      2.592797453452E-02      2.341974231701E+00      2.428408750393E-01
    0.174753     -3.462993564942E+01      1.980744360284E+00      7.434154217055E-02      1.783706823440E+00      2.767488829147E-02      2.341091055183E+00      2.517019861026E-01
    0.187382     -3.453693195088E+01      1.974761218916E+00      7.835430977591E-02      1.775468560156E+00      2.948431021664E-02      2.340131319394E+00      2.606630261143E-01
    0.200923     -3.443787417546E+01      1.968698799914E+00      8.245394731610E-02      1.767128278257E+00      3.135430362709E-02      2.339090621807E+00      2.697148103421E-01
    0.215443     -3.433239478540E+01      1.962555907476E+00      8.663480094612E-02      1.758688152929E+00      3.328271371323E-02      2.337964393459E+00      2.788481254828E-01
    0.231013     -3.422010667712E+01      1.956330948147E+00      9.089108712581E-02      1.750149855847E+00      3.526718859035E-02      2.336747890901E+00      2.880537657558E-01
    0.247708     -3.410060244027E+01      1.950021925720E+00      9.521693153355E-02      1.741514532547E+00      3.730520052896E-02      2.335436187352E+00      2.973225647467E-01
    0.265609     -3.397345361514E+01      1.943626435031E+00      9.960640403365E-02      1.732782782290E+00      3.939406693703E-02      2.334024162962E+00      3.066454236785E-01
    0.284804     -3.383821000703E+01      1.937141656719E+00      1.040535474636E-01      1.723954643212E+00      4.153096969230E-02      2.332506494790E+00      3.160133323141E-01
    0.305386     -3.369439896260E+01      1.930564347164E+00      1.085524036162E-01      1.715029574661E+00      4.371297406973E-02      2.330877645393E+00      3.254173903331E-01
    0.327455     -3.354152471669E+01      1.923890828323E+00      1.130970327920E-01      1.706006442876E+00      4.593704520577E-02      2.329131851201E+00      3.348488218649E-01
    0.351119     -3.337906778464E+01      1.917116974953E+00      1.176815284547E-01      1.696883506156E+00      4.820006247813E-02      2.327263110376E+00      3.442989866829E-01
    0.376494     -3.320648435360E+01      1.910238196468E+00      1.223000288144E-01      1.687658395341E+00      5.049883240607E-02      2.325265169586E+00      3.537593918129E-01
    0.403702     -3.302320581761E+01      1.903249418503E+00      1.269467219897E-01      1.678328095916E+00      5.283009815334E-02      2.323131511312E+00      3.632216965085E-01
    0.432876     -3.282863834338E+01      1.896145058148E+00      1.316158490398E-01      1.668888923017E+00      5.519054750970E-02      2.320855340369E+00      3.726777192602E-01
    0.464159     -3.262216254719E+01      1.888918995002E+00      1.363017036281E-01      1.659336491675E+00      5.757681856737E-02      2.318429570465E+00      3.821194439699E-01
    0.497702     -3.240313329106E+01      1.881564536837E+00      1.409986293955E-01      1.649665680053E+00      5.998550348015E-02      2.315846810825E+00      3.915390272197E-01
    0.533670     -3.217087962191E+01      1.874074379059E+00      1.457010158227E-01      1.639870583967E+00      6.241315059097E-02      2.313099352999E+00      4.009288079418E-01
    0.572237     -3.192470488128E+01      1.866440556966E+00      1.504032934341E-01      1.629944460687E+00      6.485626528757E-02      2.310179158003E+00      4.102813209842E-01
    0.613591     -3.166388701745E+01      1.858654389615E+00      1.550999292754E-01      1.619879659641E+00      6.731131001232E-02      2.307077843923E+00      4.195893162656E-01
    0.657933     -3.138767913750E+01      1.850706413761E+00      1.597854237201E-01      1.609667537107E+00      6.977470394421E-02      2.303786674121E+00      4.288457855217E-01
    0.705480     -3.109531034276E+01      1.842586305985E+00      1.644543098276E-01      1.599298351237E+00      7.224282296995E-02      2.300296546163E+00      4.380439989946E-01
    0.756463     -3.078598689919E+01      1.834282790622E+00      1.691011567310E-01      1.588761132731E+00      7.471200071141E-02      2.296597981634E+00      4.471775549201E-01
    0.811131     -3.045889380317E+01      1.825783530468E+00      1.737205789217E-01      1.578043525101E+00      7.717853159083E-02      2.292681116959E+00      4.562404453296E-01
    0.869749     -3.011319681488E+01      1.817074996370E+00      1.783072538749E-01      1.567131586490E+00      7.963867723635E-02      2.288535695366E+00      4.652271425461E-01
    0.932603     -2.974804504525E+01      1.808142310748E+00      1.828559513222E-01      1.556009542298E+00      8.208867801985E-02      2.284151060041E+00      4.741327119216E-01
    1.000000     -2.936257419997E+01      1.798969058539E+00      1.873615787568E-01      1.544659474018E+00      8.452477226206E-02      2.279516148351E+00      4.829529578651E-01
    1.072267     -2.895591060632E+01      1.789537057072E+00      1.918192496516E-01      1.533060924186E+00      8.694322677928E-02      2.274619486672E+00      4.916846121653E-01
    1.149757     -2.852717617620E+01      1.779826073539E+00      1.962243836765E-01      1.521190389395E+00      8.934038419722E-02      2.269449184574E+00      5.003255761120E-01
    1.232847     -2.807549449488E+01      1.769813474765E+00      2.005728523615E-01      1.509020661721E+00      9.171273516651E-02      2.263992925716E+00      5.088752309977E-01
    1.321941     -2.759999827141E+01      1.759473788199E+00      2.048611898272E-01      1.496519961626E+00      9.405702782743E-02      2.258237950105E+00      5.173348353061E-01
    1.417474     -2.709983844778E+01      1.748778144388E+00      2.090868973469E-01      1.483650779522E+00      9.637043346710E-02      2.252171017366E+00      5.257080309793E-01
    1.519911     -2.657419534471E+01      1.737693557873E+00      2.132488840002E-01      1.470368303561E+00      9.865079768878E-02      2.245778331450E+00      5.340014850110E-01
    1.629751     -2.602229233094E+01      1.726181981993E+00      2.173481054197E-01      1.456618249973E+00      1.008970228043E-01      2.239045390171E+00      5.422256945166E-01
    1.747528     -2.544341265075E+01      1.714199037641E+00      2.213884910315E-01      1.442333815769E+00      1.031096531058E-01      2.231956691458E+00      5.503959795992E-01
    1.873817     -2.483692024927E+01      1.701692255075E+00      2.253782898669E-01      1.427431319175E+00      1.052917757111E-01      2.224495169663E+00      5.585336705103E-01
    2.009233     -2.420228572331E+01      1.688598560051E+00      2.293320174359E-01      1.411803841408E+00      1.074504142768E-01      2.216641125872E+00      5.666674464163E-01
    2.154435     -2.353911893854E+01      1.674840538771E+00      2.332732476647E-01      1.395311765792E+00      1.095986933561E-01      2.208370210339E+00      5.748346662983E-01
    2.310130     -2.284721045849E+01      1.660320647483E+00      2.372385449687E-01      1.377768406022E+00      1.117592036080E-01      2.199649624785E+00      5.830822731419E-01
    2.477076     -2.212658483381E+01      1.644911825378E+00      2.412828087345E-01      1.358917713192E+00      1.139692173178E-01      2.190430967008E+00      5.914662960985E-01
    2.656088     -2.137757017027E+01      1.628441587415E+00      2.454860286089E-01      1.338398992460E+00      1.162886819696E-01      2.180636711097E+00      6.000478065797E-01
    2.848036     -2.060089048647E+01      1.610663947660E+00      2.499604641317E-01      1.315690093408E+00      1.188121534462E-01      2.170134586163E+00      6.088807754404E-01
    3.053855     -1.979779044439E+01      1.591208190111E+00      2.548544426173E-01      1.290015056321E+00      1.216855995710E-01      2.158689001159E+00      6.179824477963E-01
    3.274549     -1.897020680830E+01      1.569483557933E+00      2.603417753494E-01      1.260195131351E+00      1.251269567793E-01      2.145869611392E+00      6.272676577505E-01
    3.511192     -1.812100471313E+01      1.544502769388E+00      2.665693696477E-01      1.224419487496E+00      1.294417043925E-01      2.130883284068E+00      6.364130159585E-01
    3.764936     -1.725429804641E+01      1.514571947478E+00      2.735043383039E-01      1.179941570771E+00      1.350028021464E-01      2.112283413933E+00      6.445984424056E-01
    4.037017     -1.637584955124E+01      1.476826603534E+00      2.805861948922E-01      1.122855926242E+00      1.421151868205E-01      2.087534850691E+00      6.500813202211E-01
    4.328761     -1.549345578809E+01      1.426828952286E+00      2.861397109503E-01      1.048538916603E+00      1.506211364066E-01      2.052582667214E+00      6.496951832678E-01
    4.641589     -1.461700622422E+01      1.359107301055E+00      2.868969797354E-01      9.539122377504E-01      1.591808458654E-01      2.002048122428E+00      6.388055916812E-01
    4.977024     -1.375765354940E+01      1.270063575663E+00      2.787755590827E-01      8.417558722601E-01      1.647678035130E-01      1.931161182475E+00      6.127996245779E-01
    5.336699     -1.292580528080E+01      1.162488173448E+00      2.597127265206E-01      7.228928662940E-01      1.637725205893E-01      1.839397966848E+00      5.703200742522E-01
    5.722368     -1.212889326239E+01      1.046243863625E+00      2.320730254579E-01      6.109009430585E-01      1.548071468133E-01      1.732475330862E+00      5.153813119637E-01
    6.135907     -1.137062232745E+01      9.324936437125E-01      2.010990555559E-01      5.141339238709E-01      1.399808614966E-01      1.619573753364E+00      4.552951913389E-01
    6.579332     -1.065194171794E+01      8.280936414651E-01      1.713320305496E-01      4.339894545347E-01      1.228914651270E-01      1.508624224624E+00      3.966119421668E-01
    7.054802     -9.972422281880E+00      7.351179988890E-01      1.450254512110E-01      3.682135711890E-01      1.062498709003E-01      1.404120641300E+00      3.430877658766E-01
    7.564633     -9.331105362712E+00      6.530581364633E-01      1.226726449647E-01      3.138813945650E-01      9.130961142214E-02      1.307647409982E+00      2.960274006875E-01
    8.111308     -8.726823475891E+00      5.806178019436E-01      1.039526331343E-01      2.685515855841E-01      7.836925825973E-02      1.219176556972E+00      2.553534036450E-01
    8.697490     -8.158279378732E+00      5.164973527722E-01      8.831609909243E-02      2.304038762072E-01      6.731043090842E-02      1.138033496787E+00      2.204249768090E-01
    9.326033     -7.624065459882E+00      4.595964412420E-01      7.522694718754E-02      1.980934742174E-01      5.789082438761E-02      1.063395564811E+00      1.904674949523E-01
   10.000000     -7.122684352871E+00      4.090111111535E-01      6.423041945686E-02      1.706000249772E-01      4.986165585937E-02      9.944922141717E-01      1.647486241793E-01
   10.722672     -6.652577796510E+00      3.639892793030E-01      5.495715202914E-02      1.471246717806E-01      4.300357996248E-02      9.306621659453E-01      1.426313800537E-01
   11.497570     -6.212157674849E+00      3.238920862218E-01      4.710996670693E-02      1.270262848034E-01      3.713229618000E-02      8.713543769903E-01      1.235779840090E-01
   12.328467     -5.799833971263E+00      2.881675006436E-01      4.044911399582E-02      1.097814589288E-01      3.209498620323E-02      8.161118671064E-01      1.071380343791E-01
   13.219411     -5.414037363039E+00      2.563329587534E-01      3.477993652674E-02      9.495795370386E-02      2.776498689168E-02      7.645533162796E-01      9.293396707298E-02
   14.174742     -5.053236220265E+00      2.279634912373E-01      2.994329349950E-02      8.219591287050E-02      2.403689287555E-02      7.163570757918E-01      8.064797662017E-02
   15.199111     -4.715948696055E+00      2.026830698707E-01      2.580824203407E-02      7.119390582509E-02      2.082253954690E-02      6.712484295104E-01      7.001127047803E-02
   16.297508     -4.400750851038E+00      1.801579194708E-01      2.226642119161E-02      6.169819677227E-02      1.804781307549E-02      6.289897558584E-01      6.079547991351E-02
   17.475284     -4.106281710501E+00      1.600911205043E-01      1.922770093289E-02      5.349431330720E-02      1.565012925899E-02      5.893729990288E-01      5.280581678558E-02
   18.738174     -3.831246008003E+00      1.422181252550E-01      1.661677602188E-02      4.640032407444E-02      1.357643069459E-02      5.522139067970E-01      4.587558646911E-02
   20.092330     -3.574415213196E+00      1.263029606380E-01      1.437047390674E-02      4.026142151910E-02      1.178158244058E-02      5.173476034333E-01      3.986174574411E-02
   21.544347     -3.334627305185E+00      1.121349695434E-01      1.243560855362E-02      3.494551900514E-02      1.022707549412E-02      4.846251706483E-01      3.464127045580E-02
   23.101297     -3.110785642845E+00      9.952598708149E-02      1.076725636400E-02      3.033964632599E-02      8.879970223251E-03      4.539109921850E-01      3.010815761655E-02
   24.770763     -2.901857198090E+00      8.830787541655E-02      9.327361618342E-03      2.634697987615E-02      7.712028766352E-03      4.250806796186E-01      2.617093081921E-02
   26.560878     -2.706870352648E+00      7.833035892463E-02      8.083601434241E-03      2.288438161012E-02      6.698997736239E-03      3.980194425733E-01      2.275054984117E-02
   28.480358     -2.524912409156E+00      6.945911402006E-02      7.008456707323E-03      1.988034896947E-02      5.820011591287E-03      3.726208001589E-01      1.977864850182E-02
   30.538555     -2.355126929582E+00      6.157407716167E-02      6.078447709069E-03      1.727329906726E-02      5.057093706772E-03      3.487855553019E-01      1.719604178071E-02
   32.745492     -2.196710934788E+00      5.456793922352E-02      5.273501917431E-03      1.501012578280E-02      4.394736959260E-03      3.264209650309E-01      1.495145504844E-02
   35.111918     -2.048912334005E+00      4.834481513385E-02      4.576430345015E-03      1.304498571288E-02      3.819550853826E-03      3.054401041857E-01      1.300044259140E-02
   37.649358     -1.911026855665E+00      4.281903452265E-02      3.972488534940E-03      1.133826331233E-02      3.319960661559E-03      2.857612778019E-01      1.130445473089E-02
   40.370173     -1.782395557262E+00      3.791408233328E-02      3.449011636846E-03      9.855698781305E-03      2.885953796534E-03      2.673076023943E-01      9.830043927922E-03
   43.287613     -1.662402145297E+00      3.356163952568E-02      2.995106791815E-03      8.567641819273E-03      2.508862693688E-03      2.500066232705E-01      8.548178513335E-03
   46.415889     -1.550470442333E+00      2.970072573433E-02      2.601394263635E-03      7.448415109891E-03      2.181179522663E-03      2.337899967680E-01      7.433652077608E-03
   49.770236     -1.446061957700E+00      2.627693057141E-02      2.259788751915E-03      6.475769610924E-03      1.896397543334E-03      2.185932171733E-01      6.464573862517E-03
   53.366993     -1.348673568277E+00      2.324172410558E-02      1.963314152465E-03      5.630417489855E-03      1.648875005360E-03      2.043553785671E-01      5.621928512203E-03
   57.223677     -1.257835312620E+00      2.055183820341E-02      1.705946260685E-03      4.895630937512E-03      1.433718185694E-03      1.910189640586E-01      4.889195354304E-03
   61.359073     -1.173108299264E+00      1.816871139720E-02      1.482478899024E-03      4.256897036482E-03      1.246680720850E-03      1.785296566181E-01      4.252018879478E-03
   65.793323     -1.094082728299E+00      1.605799077197E-02      1.288409742672E-03      3.701620447597E-03      1.084076848203E-03      1.668361670572E-01      3.697923326847E-03
   70.548023     -1.020376023999E+00      1.418908507842E-02      1.119842759211E-03      3.218866982429E-03      9.427065477201E-04      1.558900757617E-01      3.216065320162E-03
   75.646333     -9.516310753677E-01      1.253476389555E-02      9.734046992754E-04      2.799142205868E-03      8.197908858260E-04      1.456456855987E-01      2.797019371368E-03
   81.113083     -8.875145808022E-01      1.107079820614E-02      8.461735008629E-04      2.434200106303E-03      7.129161211833E-04      1.360598840401E-01      2.432591801617E-03
   86.974900     -8.277154926612E-01      9.775638222162E-03      7.356168187871E-04      2.116877615784E-03      6.199853475333E-04      1.270920130438E-01      2.115659255593E-03
   93.260335     -7.719435572513E-01      8.630124716390E-03      6.395391779211E-04      1.840951385558E-03      5.391766285995E-04      1.187037455936E-01      1.840028513855E-03
  100.000000     -7.199279456113E-01      7.617230489321E-03      5.560364861509E-04      1.601013746768E-03      4.689067321570E-04      1.108589680862E-01      1.600314761309E-03

