# L=18, N=18, T=1.0, sym gs, n_max=4
#          U         Eg                 S₁(ℓ=9)              S₁acc(ℓ=9)                 S₂(ℓ=9)              S₂acc(ℓ=9)                 EN(ℓ=9)              ENacc(ℓ=9)
    0.008913     -3.572083084755E+01      1.983490186816E+00      9.104348985919E-02      1.776955032445E+00      3.466017983143E-02      2.403879136678E+00      3.315036011581E-01
    0.010000     -3.571272666317E+01      1.983108120145E+00      9.123419328177E-02      1.776477018239E+00      3.475482618606E-02      2.403513376745E+00      3.316978714372E-01
    0.011220     -3.570363759636E+01      1.982680696177E+00      9.144784911277E-02      1.775942118768E+00      3.486088966560E-02      2.403104813674E+00      3.319161788770E-01
    0.012589     -3.569344449499E+01      1.982202695941E+00      9.168717577885E-02      1.775343754628E+00      3.497972896607E-02      2.402648682879E+00      3.321615381003E-01
    0.014125     -3.568201392942E+01      1.981668340856E+00      9.195520210257E-02      1.774674632653E+00      3.511285953241E-02      2.402139751137E+00      3.324373508897E-01
    0.015849     -3.566919651666E+01      1.981071242685E+00      9.225529967009E-02      1.773926680072E+00      3.526197030356E-02      2.401572286246E+00      3.327474576924E-01
    0.017783     -3.565482505663E+01      1.980404351444E+00      9.259121773544E-02      1.773090975447E+00      3.542894187245E-02      2.400940029003E+00      3.330961962151E-01
    0.019953     -3.563871246185E+01      1.979659901803E+00      9.296712061530E-02      1.772157676986E+00      3.561586606967E-02      2.400236169000E+00      3.334884680631E-01
    0.022387     -3.562064946017E+01      1.978829358740E+00      9.338762743744E-02      1.771115949045E+00      3.582506694044E-02      2.399453326075E+00      3.339298144591E-01
    0.025119     -3.560040204930E+01      1.977903363393E+00      9.385785398344E-02      1.769953887962E+00      3.605912302566E-02      2.398583539680E+00      3.344265021767E-01
    0.028184     -3.557770868051E+01      1.976871680315E+00      9.438345621082E-02      1.768658448620E+00      3.632089078986E-02      2.397618268832E+00      3.349856208207E-01
    0.031623     -3.555227714790E+01      1.975723147589E+00      9.497067483749E-02      1.767215373550E+00      3.661352893958E-02      2.396548405784E+00      3.356151926238E-01
    0.035481     -3.552378115914E+01      1.974445631529E+00      9.562638011910E-02      1.765609126739E+00      3.694052325643E-02      2.395364306911E+00      3.363242957732E-01
    0.039811     -3.549185656290E+01      1.973025987920E+00      9.635811563883E-02      1.763822834737E+00      3.730571141782E-02      2.394055844661E+00      3.371232020318E-01
    0.044668     -3.545609720860E+01      1.971450032010E+00      9.717413954838E-02      1.761838238031E+00      3.771330708793E-02      2.392612484511E+00      3.380235289320E-01
    0.050119     -3.541605041486E+01      1.969702519575E+00      9.808346125001E-02      1.759635656057E+00      3.816792234148E-02      2.391023390697E+00      3.390384059763E-01
    0.056234     -3.537121202429E+01      1.967767141443E+00      9.909587098155E-02      1.757193969496E+00      3.867458721435E-02      2.389277563810E+00      3.401826529912E-01
    0.063096     -3.532102102537E+01      1.965626533745E+00      1.002219591682E-01      1.754490623689E+00      3.923876487388E-02      2.387364012023E+00      3.414729668696E-01
    0.070795     -3.526485372534E+01      1.963262305857E+00      1.014731217463E-01      1.751501657024E+00      3.986636056778E-02      2.385271955439E+00      3.429281102788E-01
    0.079433     -3.520201746384E+01      1.960655087406E+00      1.028615469617E-01      1.748201757927E+00      4.056372215067E-02      2.382991059794E+00      3.445690924311E-01
    0.089125     -3.513174386351E+01      1.957784594899E+00      1.044001784463E-01      1.744564353598E+00      4.133762963336E-02      2.380511691686E+00      3.464193278635E-01
    0.100000     -3.505318162305E+01      1.954629717327E+00      1.061026487292E-01      1.740561732792E+00      4.219527086335E-02      2.377825182701E+00      3.485047547811E-01
    0.112202     -3.496538886912E+01      1.951168618667E+00      1.079831768274E-01      1.736165203766E+00      4.314420017453E-02      2.374924085297E+00      3.508538907997E-01
    0.125893     -3.486732509744E+01      1.947378853532E+00      1.100564233082E-01      1.731345286971E+00      4.419227667935E-02      2.371802400021E+00      3.534978023523E-01
    0.141254     -3.475784274936E+01      1.943237490466E+00      1.123372963426E-01      1.726071940196E+00      4.534757886272E-02      2.368455753626E+00      3.564699658985E-01
    0.158489     -3.463567848968E+01      1.938721235723E+00      1.148407029592E-01      1.720314811772E+00      4.661829233557E-02      2.364881513035E+00      3.598060062616E-01
    0.177828     -3.449944427327E+01      1.933806549123E+00      1.175812410926E-01      1.714043515184E+00      4.801256804588E-02      2.361078830335E+00      3.635433094748E-01
    0.199526     -3.434761831275E+01      1.928469742813E+00      1.205728302236E-01      1.707227916178E+00      4.953834896935E-02      2.357048627515E+00      3.677205226719E-01
    0.223872     -3.417853608730E+01      1.922687053747E+00      1.238282814248E-01      1.699838421203E+00      5.120316431993E-02      2.352793540436E+00      3.723769653297E-01
    0.251189     -3.399038156220E+01      1.916434681287E+00      1.273588113327E-01      1.691846253927E+00      5.301389161973E-02      2.348317839592E+00      3.775519753026E-01
    0.281838     -3.378117882116E+01      1.909688782231E+00      1.311735087267E-01      1.683223704303E+00      5.497648854502E-02      2.343627321469E+00      3.832841926013E-01
    0.316228     -3.354878434813E+01      1.902425416392E+00      1.352787667369E-01      1.673944332136E+00      5.709569828446E-02      2.338729115403E+00      3.896107435760E-01
    0.354813     -3.329088023278E+01      1.894620435749E+00      1.396776979774E-01      1.663983103643E+00      5.937473422124E-02      2.333631269816E+00      3.965662254292E-01
    0.398107     -3.300496861606E+01      1.886249308468E+00      1.443695539133E-01      1.653316434489E+00      6.181495211538E-02      2.328341847683E+00      4.041812726820E-01
    0.446684     -3.268836774251E+01      1.877286865032E+00      1.493491736924E-01      1.641922105362E+00      6.441552068275E-02      2.322867092267E+00      4.124802912642E-01
    0.501187     -3.233821004965E+01      1.867706948032E+00      1.546064930798E-01      1.629779005492E+00      6.717310465133E-02      2.317208227027E+00      4.214778766308E-01
    0.562341     -3.195144281261E+01      1.857481942552E+00      1.601261542454E-01      1.616866644734E+00      7.008157807726E-02      2.311356925975E+00      4.311739127781E-01
    0.630957     -3.152483198816E+01      1.846582160105E+00      1.658872721242E-01      1.603164355158E+00      7.313178995142E-02      2.305290170704E+00      4.415482071632E-01
    0.707946     -3.105497008837E+01      1.834975036325E+00      1.718634236192E-01      1.588650077139E+00      7.631140889597E-02      2.298965725603E+00      4.525561457440E-01
    0.794328     -3.053828919125E+01      1.822624071015E+00      1.780229229637E-01      1.573298589996E+00      7.960487917860E-02      2.292320753168E+00      4.641281120276E-01
    0.891251     -2.997108060485E+01      1.809487392442E+00      1.843294369267E-01      1.557078996666E+00      8.299352722431E-02      2.285276015803E+00      4.761754415037E-01
    1.000000     -2.934952330152E+01      1.795515774701E+00      1.907429948032E-01      1.539951191182E+00      8.645586901824E-02      2.277742139429E+00      4.885994494126E-01
    1.122018     -2.866972411189E+01      1.780649882698E+00      1.972214858166E-01      1.521860896014E+00      8.996819130297E-02      2.269622812947E+00      5.012981435253E-01
    1.258925     -2.792777393901E+01      1.764816442622E+00      2.037228323977E-01      1.502732591196E+00      9.350552925357E-02      2.260817788424E+00      5.141739082756E-01
    1.412538     -2.711982612130E+01      1.747922874427E+00      2.102082068236E-01      1.482459142425E+00      9.704327490443E-02      2.251228411977E+00      5.271456251937E-01
    1.584893     -2.624220587860E+01      1.729849589060E+00      2.166470094118E-01      1.460885912049E+00      1.005598974860E-01      2.240761536493E+00      5.401613982543E-01
    1.778279     -2.529156412501E+01      1.710438453036E+00      2.230250217543E-01      1.437785052876E+00      1.040417953266E-01      2.229328789279E+00      5.532101351219E-01
    1.995262     -2.426509596000E+01      1.689474323059E+00      2.293584454106E-01      1.412811305088E+00      1.074924610596E-01      2.216840399471E+00      5.663342597042E-01
    2.238721     -2.316085606737E+01      1.666652582431E+00      2.357187291037E-01      1.385421032564E+00      1.109506166271E-01      2.203188994391E+00      5.796443589416E-01
    2.511886     -2.197822460484E+01      1.641514956446E+00      2.422758941589E-01      1.354714288574E+00      1.145270737813E-01      2.188206558757E+00      5.933287026508E-01
    2.818383     -2.071861762677E+01      1.613305244522E+00      2.493672671717E-01      1.319107521805E+00      1.184795434437E-01      2.171545797743E+00      6.076270542412E-01
    3.162278     -1.938661579338E+01      1.580604546651E+00      2.575704812311E-01      1.275621195101E+00      1.233558163881E-01      2.152344285712E+00      6.226587612830E-01
    3.548134     -1.799183589960E+01      1.540337230304E+00      2.676003848727E-01      1.218323449482E+00      1.302081383936E-01      2.128276091241E+00      6.377506416391E-01
    3.981072     -1.655205577533E+01      1.485161662795E+00      2.792308344752E-01      1.135465084258E+00      1.405754782387E-01      2.093086363896E+00      6.493341519605E-01
    4.466836     -1.509762640068E+01      1.398839904752E+00      2.873267931777E-01      1.008468815650E+00      1.546140468567E-01      2.032068737350E+00      6.464004423514E-01
    5.011872     -1.367306532267E+01      1.260011424967E+00      2.773593274040E-01      8.299274126573E-01      1.650154783712E-01      1.922855243328E+00      6.092657582048E-01
    5.623413     -1.232458021016E+01      1.075455062174E+00      2.395122179776E-01      6.376603815948E-01      1.577290506382E-01      1.760124309087E+00      5.298974154559E-01
    6.309573     -1.107840321357E+01      8.894079199914E-01      1.888696799576E-01      4.801661687254E-01      1.332302009699E-01      1.574623481084E+00      4.313760904151E-01
    7.079458     -9.939457798353E+00      7.307649741066E-01      1.438145084876E-01      3.652478918049E-01      1.054571126281E-01      1.399099793993E+00      3.405777260958E-01
    7.943282     -8.904294162837E+00      6.014204445306E-01      1.092189420507E-01      2.813242684829E-01      8.204431684400E-02      1.244911020630E+00      2.669179988462E-01
    8.912509     -7.967474429313E+00      4.958107779421E-01      8.347029925997E-02      2.184890751804E-01      6.384026768450E-02      1.111211353207E+00      2.094136342385E-01
   10.000000     -7.122684340756E+00      4.090111034570E-01      6.423041774620E-02      1.706000212940E-01      4.986165465473E-02      9.944920403340E-01      1.647486190509E-01

